Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
RMCF,"Rocky Mountain Chocolate Factory, Inc.",8.55,$50.86M,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/rmcf
ROKU,"Roku, Inc.",47.43,$5.18B,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/roku
ROSE,Rosehill Resources Inc.,3.36,$146.29M,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rose
ROSEU,Rosehill Resources Inc.,4.04,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/roseu
ROSEW,Rosehill Resources Inc.,0.49,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rosew
ROST,"Ross Stores, Inc.",92.34,$34.22B,1985,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rost
RGLD,"Royal Gold, Inc.",87.52,$5.73B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rgld
RTIX,"RTI Surgical, Inc.",4.48,$284.31M,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",8.12,$22.26M,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/rbcn
RUBY,"Rubius Therapeutics, Inc.",13.84,$1.09B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ruby
RMBL,"RumbleOn, Inc.",6.49,$119.86M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/rmbl
RUSHA,"Rush Enterprises, Inc.",38.79,$1.5B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",39.17,$1.52B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",22.8,$702.45M,2005,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ruth
RYAAY,Ryanair Holdings plc,70.67,$16.02B,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",38.94,$1.35B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,2.53,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/sanw
SCAC,Saban Capital Acquisition Corp.,10.2,$279.49M,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scac
SCACU,Saban Capital Acquisition Corp.,10.37,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scacu
SCACW,Saban Capital Acquisition Corp.,0.56,n/a,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scacw
SBRA,"Sabra Health Care REIT, Inc.",20.57,$3.67B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbra
SABR,Sabre Corporation,23.53,$6.48B,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",3.99,$11.64M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/saex
SFET,Safe-T Group Ltd.,2.85,$6.51M,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sfet
SAFT,"Safety Insurance Group, Inc.",84,$1.28B,2002,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/saft
SGA,"Saga Communications, Inc.",32.6,$192.67M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sga
SAGE,"Sage Therapeutics, Inc.",146.1,$6.85B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sage
SAIA,"Saia, Inc.",65.65,$1.69B,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/saia
SALM,"Salem Media Group, Inc.",2.9,$75.94M,1999,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",43.86,$123.11M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sal
SAFM,"Sanderson Farms, Inc.",123.17,$2.73B,1987,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/safm
SASR,"Sandy Spring Bancorp, Inc.",32.9,$1.17B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo Therapeutics, Inc.",12.3,$1.26B,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,31.81,$2.18B,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,0.456,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gcvrz
SNY,Sanofi,43.75,$108.53B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sny
SPNS,Sapiens International Corporation N.V.,12.72,$634.61M,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spns
SRPT,"Sarepta Therapeutics, Inc.",141.6,$9.46B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srpt
SVRA,"Savara, Inc.",7.59,$266.63M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/svra
SBFG,"SB Financial Group, Inc.",18.69,$121.55M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfg
SBFGP,"SB Financial Group, Inc.",18.22,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfgp
SBBX,SB One Bancorp,22.04,$209.84M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbbx
SBAC,SBA Communications Corporation,182.46,$20.68B,1999,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",38.31,$981.03M,n/a,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",2.84,$11.34M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",24.34,$657.82M,1993,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/schn
SRRK,Scholar Rock Holding Corporation,17.18,$450.42M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/srrk
SCHL,Scholastic Corporation,41.75,$1.47B,1992,Consumer Services,Books,https://www.nasdaq.com/symbol/schl
SAMA,Schultze Special Purpose Acquisition Corp.,9.67,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/sama
SAMAU,Schultze Special Purpose Acquisition Corp.,10,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/samau
SAMAW,Schultze Special Purpose Acquisition Corp.,0.355,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/samaw
SGMS,Scientific Games Corp,25.61,$2.35B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/sgms
SCPH,scPharmaceuticals Inc.,4.07,$75.58M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scph
SCYX,"SCYNEXIS, Inc.",1.2,$57.57M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scyx
SEAC,"SeaChange International, Inc.",1.64,$58.64M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,28.42,$1.46B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology PLC,45.56,$13.04B,2002,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,0.468,$17.87M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ship
SHIPW,Seanergy Maritime Holdings Corp,0.07,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/shipw
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.16,$49.04M,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,15.46,$286.52M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",76.45,$12.24B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",0.7685,$58.66M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyes
EYESW,"Second Sight Medical Products, Inc.",0.3,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyesw
SECO,Secoo Holding Limited,8.59,$431.6M,2017,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/seco
SCWX,SecureWorks Corp.,23.82,$1.95B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,5.48,$95.89M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/snfca
SEEL,"Seelos Therapeutics, Inc.",3.9,"$122,058.30 ",n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/seel
SEIC,SEI Investments Company,49.64,$7.63B,1981,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seic
SLCT,"Select Bancorp, Inc.",12.23,$236.18M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/slct
SIC,"Select Interior Concepts, Inc.",7.81,$200.37M,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sic
SELB,"Selecta Biosciences, Inc.",1.7,$38.2M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/selb
SIGI,"Selective Insurance Group, Inc.",63.1,$3.72B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sigi
SLS,"SELLAS Life Sciences Group, Inc. ",1.52,$33.48M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sls
LEDS,SemiLEDS Corporation,2.91,$10.36M,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,49.67,$3.27B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,29.915,$289.95M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,29,$281.09M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/seneb
SNES,"SenesTech, Inc.",0.8201,$19.23M,2016,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/snes
SNH,Senior Housing Properties Trust,13.66,$3.25B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snh
SNHNI,Senior Housing Properties Trust,21.67,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhni
SNHNL,Senior Housing Properties Trust,25.055,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhnl
AIHS,Senmiao Technology Limited,3.95,$102.22M,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/aihs
SRTS,"Sensus Healthcare, Inc.",7.73,$124.34M,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srts
SRTSW,"Sensus Healthcare, Inc.",0.9,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srtsw
STNL,Sentinel Energy Services Inc.,10.12,$436.43M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnl
STNLU,Sentinel Energy Services Inc.,10.4,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlu
STNLW,Sentinel Energy Services Inc.,0.8835,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/stnlw
SQBG,"Sequential Brands Group, Inc.",1.04,$66.86M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/sqbg
MCRB,"Seres Therapeutics, Inc.",6.6,$269.65M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mcrb
SREV,"ServiceSource International, Inc.",1.22,$113.12M,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/srev
SFBS,"ServisFirst Bancshares, Inc.",34.29,$1.83B,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/sfbs
SESN,"Sesen Bio, Inc.",0.76,$58.87M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sesn
SVBI,Severn Bancorp Inc,8.35,$106.22M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/svbi
SGBX,"SG Blocks, Inc.",3.01,$12.82M,2017,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/sgbx
SGOC,"SGOCO Group, Ltd",1.04,$78.53M,2010,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sgoc
SMED,Sharps Compliance Corp.,3.95,$63.73M,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/smed
SHSP,"SharpSpring, Inc.",14.28,$122.66M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shsp
SHEN,Shenandoah Telecommunications Co,47.63,$2.36B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/shen
PIXY,"ShiftPixy, Inc.",1.29,$40.13M,2017,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/pixy
SHLO,"Shiloh Industries, Inc.",6.01,$142.42M,1993,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/shlo
TYHT,"Shineco, Inc.",0.56,$15.07M,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/tyht
SCVL,"Shoe Carnival, Inc.",36.34,$560.88M,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/scvl
SHBI,Shore Bancshares Inc,15.36,$195.83M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shbi
SSTI,"ShotSpotter, Inc.",47.23,$511.11M,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssti
SFLY,"Shutterfly, Inc.",44.97,$1.51B,2006,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/sfly
SIFI,"SI Financial Group, Inc.",13.22,$159.08M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sifi
SIBN,"SI-BONE, Inc.",19.38,$471.63M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sibn
SIEB,Siebert Financial Corp.,11.28,$306.33M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sieb
SNNA,"Sienna Biopharmaceuticals, Inc.",2.89,$61.09M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snna
SIEN,"Sientra, Inc.",11.26,$322.03M,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/sien
BSRR,Sierra Bancorp,26.77,$409.59M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bsrr
SRRA,"Sierra Oncology, Inc.",1.38,$102.63M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srra
SWIR,"Sierra Wireless, Inc.",15.35,$553.63M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,1.66,$296.62M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sify
SIGA,SIGA Technologies Inc.,6.84,$549.46M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/siga
SGLB,"Sigma Labs, Inc.",1.89,$16.44M,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglb
SGLBW,"Sigma Labs, Inc.",0.7,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/sglbw
SGMA,"SigmaTron International, Inc.",2.61,$11.04M,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/sgma
SBNY,Signature Bank,130.76,$6.98B,2004,Finance,Major Banks,https://www.nasdaq.com/symbol/sbny
SLGN,Silgan Holdings Inc.,28.1,$3.11B,1997,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/slgn
SILC,Silicom Ltd,35.99,$271.78M,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/silc
SLAB,"Silicon Laboratories, Inc.",80.29,$3.46B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,39.27,$1.42B,2005,Technology,Semiconductors,https://www.nasdaq.com/symbol/simo
SAMG,Silvercrest Asset Management Group Inc.,13.79,$185.51M,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/samg
SSNT,"SilverSun Technologies, Inc.",2.455,$11.05M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ssnt
SFNC,Simmons First National Corporation,25.43,$2.35B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sfnc
SLP,"Simulations Plus, Inc.",19.62,$342.56M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/slp
SINA,Sina Corporation,59.96,$4.29B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sina
SBGI,"Sinclair Broadcast Group, Inc.",31.49,$3.06B,1995,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sbgi
SINO,"Sino-Global Shipping America, Ltd.",0.775,$10.52M,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sino
SVA,"Sinovac Biotech, Ltd.",6.63,$471.53M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sva
SINT,"SiNtx Technologies, Inc.",0.206,$4.49M,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/sint
SG,"Sirius International Insurance Group, Ltd.",14.5,$1.67B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sg
SIRI,Sirius XM Holdings Inc.,6.04,$26.25B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/siri
SITO,"SITO Mobile, Ltd.",1.71,$43.5M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sito
SKYS,"Sky Solar Holdings, Ltd.",0.56,$29.37M,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/skys
SKYW,"SkyWest, Inc.",52.35,$2.72B,1986,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/skyw
SWKS,"Skyworks Solutions, Inc.",74.87,$13.03B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/swks
SNBR,Sleep Number Corporation,36.03,$1.2B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/snbr
SLM,SLM Corporation,10.63,$4.63B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slm
SLMBP,SLM Corporation,67,$268M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/slmbp
SGH,"SMART Global Holdings, Inc.",26.34,$601.75M,2017,Technology,Semiconductors,https://www.nasdaq.com/symbol/sgh
SND,"Smart Sand, Inc.",2.93,$121.9M,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/snd
SMBK,"SmartFinancial, Inc.",19.32,$269.2M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/smbk
SMSI,"Smith Micro Software, Inc.",1.81,$56.05M,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smsi
SMTX,SMTC Corporation,4.74,$109.41M,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/smtx
SRAX,"Social Reality, Inc.",3.33,$33.74M,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/srax
SCKT,"Socket Mobile, Inc.",1.9801,$11.65M,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/sckt
SOHU,Sohu.com Limited ,22.34,$869.4M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/sohu
SLRC,Solar Capital Ltd.,20.58,$869.73M,2010,n/a,n/a,https://www.nasdaq.com/symbol/slrc
SUNS,Solar Senior Capital Ltd.,16.57,$265.79M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/suns
SEDG,"SolarEdge Technologies, Inc.",44.11,$2.02B,2015,Technology,Semiconductors,https://www.nasdaq.com/symbol/sedg
SLNO,"Soleno Therapeutics, Inc.",1.8,$38.58M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slno
SLNOW,"Soleno Therapeutics, Inc.",0.1,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slnow
SLGL,Sol-Gel Technologies Ltd.,6.013,$113.95M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/slgl
SLDB,Solid Biosciences Inc.,23.59,$835.85M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sldb
SNGX,"Soligenix, Inc.",0.92,$16.27M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngx
SNGXW,"Soligenix, Inc.",0.3333,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sngxw
SNOA,"Sonoma Pharmaceuticals, Inc.",0.759,$8.47M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoa
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.03,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/snoaw
SONO,"Sonos, Inc.",13.05,$1.31B,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sono
SPHS,"Sophiris Bio, Inc.",1.15,$34.63M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sphs
SORL,"SORL Auto Parts, Inc.",2.63,$50.77M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sorl
SRNE,"Sorrento Therapeutics, Inc.",2.07,$253.11M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/srne
SOHO,Sotherly Hotels Inc.,6.83,$97.05M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/soho
SOHOB,Sotherly Hotels Inc.,24.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohob
SOHOO,Sotherly Hotels Inc.,23.75,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohoo
SOHOK,Sotherly Hotels LP,25.4471,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sohok
SFBC,"Sound Financial Bancorp, Inc.",33.5201,$85.28M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sfbc
SSB,South State Corporation,67.28,$2.46B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ssb
SFST,"Southern First Bancshares, Inc.",36.84,$274.47M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sfst
SMBC,"Southern Missouri Bancorp, Inc.",35.14,$327.26M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/smbc
SONA,"Southern National Bancorp of Virginia, Inc.",15.73,$378.34M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sona
SBSI,"Southside Bancshares, Inc.",32.42,$1.14B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbsi
SP,SP Plus Corporation,33.38,$759.08M,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/sp
SGRP,"SPAR Group, Inc.",0.596,$12.31M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/sgrp
SPKE,"Spark Energy, Inc.",8.46,$295.07M,2014,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spke
SPKEP,"Spark Energy, Inc.",22.29,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spkep
ONCE,"Spark Therapeutics, Inc.",48.15,$1.82B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/once
SPAR,"Spartan Motors, Inc.",8.58,$301.8M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/spar
SPTN,SpartanNash Company,21.2,$761.92M,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/sptn
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,22.73,$107.4M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwfi
SPPI,"Spectrum Pharmaceuticals, Inc.",11.36,$1.21B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sppi
SPRO,"Spero Therapeutics, Inc.",10.98,$199.7M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/spro
ANY,Sphere 3D Corp.,2.72,$5.34M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/any
SPEX,Spherix Incorporated,0.7812,$6.67M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/spex
SPI,"SPI Energy Co., Ltd.",2.6,$18.88M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/spi
SAVE,"Spirit Airlines, Inc.",62.78,$4.29B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save
STXB,"Spirit of Texas Bancshares, Inc.",21.48,$259.99M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/stxb
SPLK,Splunk Inc.,128.83,$19.04B,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/splk
SPOK,"Spok Holdings, Inc.",13.96,$271.61M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/spok
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",5.23,$224.57M,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/spwh
SBPH,"Spring Bank Pharmaceuticals, Inc.",10.57,$173.7M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbph
FUND,"Sprott Focus Trust, Inc.",6.66,$173.32M,n/a,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/fund
SFM,"Sprouts Farmers Market, Inc.",23.7,$3.02B,2013,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfm
SPSC,"SPS Commerce, Inc.",89.71,$1.58B,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spsc
SSNC,"SS&C Technologies Holdings, Inc.",52,$13.04B,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ssnc
SSLJ,SSLJ.com Limited,0.5414,$23.82M,2018,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/sslj
SSRM,SSR Mining Inc.,13.87,$1.67B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ssrm
STAA,STAAR Surgical Company,35.84,$1.58B,n/a,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/staa
STAF,"Staffing 360 Solutions, Inc.",2.3763,$12.67M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/staf
STMP,Stamps.com Inc.,189.38,$3.43B,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stmp
